OGOrthogroup	GNM1107	GNM1232	GNM1382	GNM1383	GNM1670	GNM1683	GNM225	GNM3434	GNM356	GNM358	GNM3890	GNM425	GNM4440	GNM50571	GNM565	GNM694	GNM742	GNM746	GNM747
OG0001330	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001332	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0001333	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0001334	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
OG0001335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001338	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
OG0001339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001344	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
OG0001345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001350	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0001351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001353	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001358	0	0	1	3	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0
OG0001359	1	1	1	1	2	2	2	4	1	1	1	1	1	2	2	1	1	1	1
OG0001360	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0
OG0001361	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001363	1	0	1	1	0	0	0	1	3	0	1	1	3	1	0	2	1	4	2
OG0001364	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001365	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001366	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0001367	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001369	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001370	1	1	1	1	0	0	1	1	0	3	0	1	0	1	1	1	1	1	1
OG0001371	1	1	0	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1
OG0001372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
OG0001374	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001376	1	0	1	1	1	2	1	1	2	1	2	0	2	1	1	0	0	1	1
OG0001377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001380	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001383	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001385	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001386	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001387	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001388	1	0	0	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	0
OG0001389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001390	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001398	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0001399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001400	1	1	2	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0001401	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001402	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001403	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0001404	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001405	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001407	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001408	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001409	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001411	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1
OG0001412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001414	0	1	1	1	1	1	1	1	0	1	1	2	0	1	1	1	1	1	1
OG0001415	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2
OG0001416	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0001417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001419	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1
OG0001420	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001421	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
OG0001422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
OG0001424	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001425	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001426	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001427	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0001428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001432	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	3	3
OG0001433	1	1	1	1	0	0	1	0	0	0	0	1	0	1	2	1	1	1	1
OG0001434	1	1	1	1	0	0	1	0	0	0	0	1	0	1	2	1	1	1	1
OG0001435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001438	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001440	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001442	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1
OG0001443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001444	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
OG0001445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0001449	1	0	2	1	0	0	1	0	0	0	0	1	0	0	1	2	1	4	1
OG0001450	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0001451	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001452	1	1	2	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0001453	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0001455	1	2	1	1	0	0	1	0	0	0	0	2	0	0	1	1	2	1	1
OG0001456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001457	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001465	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001469	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0001470	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001472	0	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
OG0001473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001475	1	1	1	1	0	0	1	0	0	0	0	1	0	1	2	1	1	1	1
OG0001476	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001477	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001478	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001479	1	1	1	2	0	0	0	0	0	0	0	2	0	0	2	2	2	1	1
OG0001480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001483	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
OG0001484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001486	1	1	2	2	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1
OG0001487	1	1	2	2	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1
OG0001488	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1
OG0001489	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001490	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
OG0001491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001492	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001493	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001494	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001495	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001498	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001500	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001501	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001502	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001503	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	2
OG0001504	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001505	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001506	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
OG0001507	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001508	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001509	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001510	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1
OG0001511	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001512	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
OG0001513	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2
OG0001514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001515	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	1	1	1	1
OG0001516	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
OG0001517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001518	2	1	1	1	2	4	0	1	1	1	2	3	1	2	0	2	1	1	1
OG0001519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001520	1	1	2	1	1	1	1	2	1	2	0	0	1	2	2	3	1	1	2
OG0001522	2	0	0	0	0	0	1	0	0	0	0	2	0	0	2	3	1	2	1
OG0001523	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001524	0	1	1	0	1	2	0	1	2	1	1	0	2	1	0	1	0	0	1
OG0001525	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001526	0	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0001527	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001528	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001529	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001530	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001531	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0001532	0	1	1	1	1	2	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001534	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0001535	2	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
OG0001536	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001537	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
OG0001538	1	1	2	2	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1
OG0001539	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
OG0001540	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0001541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001543	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001544	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001545	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001547	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001548	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1
OG0001549	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001550	1	1	1	1	1	1	0	2	2	1	2	2	2	2	2	2	1	1	2
OG0001551	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001552	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001554	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001556	1	1	1	1	1	2	1	2	0	2	0	1	0	1	1	0	1	1	1
OG0001557	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001558	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001560	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001561	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001563	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001564	1	2	1	1	1	1	1	1	1	1	1	0	1	0	2	3	0	0	1
OG0001565	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001566	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001567	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001568	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001569	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001570	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1
OG0001571	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001573	1	0	0	0	1	1	1	1	1	1	1	2	1	1	2	1	1	1	0
OG0001574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG0001575	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001576	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001579	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001580	2	1	2	2	0	0	1	0	0	0	1	0	1	0	1	1	1	1	2
OG0001581	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001583	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1
OG0001584	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001585	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
OG0001586	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0001587	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001588	2	0	1	1	0	0	1	0	0	0	0	2	2	0	4	2	0	2	2
OG0001589	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1
OG0001590	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001591	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001592	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
OG0001593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001594	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001595	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001596	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1
OG0001597	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001598	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001599	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	0	0
OG0001600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001601	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001602	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001603	0	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	0	1
OG0001604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001605	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
OG0001606	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
OG0001607	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0
OG0001608	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	0	1
OG0001609	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001610	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001611	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001612	1	2	0	1	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1
OG0001613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001614	0	2	1	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OG0001615	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1
OG0001616	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001619	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	2	2
OG0001620	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001621	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001622	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001623	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0
OG0001624	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001625	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001629	1	0	2	2	1	2	2	1	1	1	1	0	1	1	2	1	0	2	2
OG0001630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001632	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001634	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001635	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
OG0001636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001639	0	0	4	2	3	3	1	3	1	3	3	1	1	3	0	1	2	0	1
OG0001640	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001641	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
OG0001642	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001643	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001644	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0001645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
