child	parent	OG	type	number
GNM565	node18	OG0002010	nochange	1	1
GNM565	node18	OG0002011	plus	2	1
GNM565	node18	OG0002012	nochange	1	1
GNM565	node18	OG0002013	nochange	1	1
GNM565	node18	OG0002014	nochange	1	1
GNM565	node18	OG0002015	nochange	1	1
GNM565	node18	OG0002016	plus	2	1
GNM565	node18	OG0002017	nochange	1	1
GNM565	node18	OG0002018	nochange	1	1
GNM565	node18	OG0002019	nochange	1	1
GNM565	node18	OG0002020	nochange	1	1
GNM565	node18	OG0002021	nochange	1	1
GNM565	node18	OG0002022	plus	2	1
GNM565	node18	OG0002023	add	2	0
GNM565	node18	OG0002024	nochange	1	1
GNM565	node18	OG0002026	nochange	1	1
GNM565	node18	OG0002027	nochange	1	1
GNM565	node18	OG0002030	del	0	1
GNM565	node18	OG0002031	nochange	1	1
GNM565	node18	OG0002032	add	1	0
GNM565	node18	OG0002034	nochange	1	1
GNM565	node18	OG0002035	nochange	1	1
GNM565	node18	OG0002036	nochange	1	1
GNM565	node18	OG0002037	nochange	1	1
GNM565	node18	OG0002038	nochange	1	1
GNM565	node18	OG0002040	nochange	1	1
GNM565	node18	OG0002041	add	1	0
GNM565	node18	OG0002042	nochange	1	1
GNM565	node18	OG0002043	nochange	1	1
GNM565	node18	OG0002044	nochange	1	1
GNM565	node18	OG0002045	nochange	1	1
GNM565	node18	OG0002046	nochange	1	1
GNM565	node18	OG0002048	nochange	1	1
GNM565	node18	OG0002050	nochange	1	1
GNM565	node18	OG0002053	add	1	0
GNM565	node18	OG0002054	nochange	1	1
GNM565	node18	OG0002056	nochange	1	1
GNM565	node18	OG0002057	nochange	1	1
GNM565	node18	OG0002058	add	2	0
GNM565	node18	OG0002063	del	0	1
GNM565	node18	OG0002064	nochange	1	1
GNM565	node18	OG0002065	nochange	1	1
GNM565	node18	OG0002066	nochange	1	1
GNM565	node18	OG0002067	nochange	1	1
GNM565	node18	OG0002068	nochange	1	1
GNM565	node18	OG0002069	nochange	1	1
GNM565	node18	OG0002070	nochange	1	1
GNM565	node18	OG0002071	nochange	1	1
GNM565	node18	OG0002072	nochange	1	1
GNM565	node18	OG0002073	nochange	1	1
GNM565	node18	OG0002074	nochange	1	1
GNM565	node18	OG0002075	add	1	0
GNM565	node18	OG0002076	nochange	1	1
GNM565	node18	OG0002077	nochange	1	1
GNM565	node18	OG0002078	nochange	1	1
GNM565	node18	OG0002080	nochange	1	1
GNM565	node18	OG0002082	nochange	1	1
GNM565	node18	OG0002084	nochange	1	1
GNM565	node18	OG0002085	add	1	0
GNM565	node18	OG0002086	nochange	1	1
GNM565	node18	OG0002088	nochange	1	1
GNM565	node18	OG0002089	nochange	1	1
GNM565	node18	OG0002090	nochange	1	1
GNM565	node18	OG0002091	nochange	1	1
GNM565	node18	OG0002092	nochange	1	1
GNM565	node18	OG0002093	nochange	1	1
GNM565	node18	OG0002095	nochange	1	1
GNM565	node18	OG0002097	add	1	0
GNM565	node18	OG0002098	nochange	1	1
GNM565	node18	OG0002099	nochange	1	1
GNM565	node18	OG0002100	nochange	1	1
GNM565	node18	OG0002101	add	1	0
GNM565	node18	OG0002102	nochange	1	1
GNM565	node18	OG0002103	nochange	1	1
GNM565	node18	OG0002104	nochange	1	1
GNM565	node18	OG0002105	add	1	0
GNM565	node18	OG0002106	add	1	0
GNM565	node18	OG0002109	add	1	0
GNM565	node18	OG0002110	nochange	1	1
GNM565	node18	OG0002112	nochange	1	1
GNM565	node18	OG0002113	nochange	1	1
GNM565	node18	OG0002114	del	0	1
GNM565	node18	OG0002115	nochange	1	1
GNM565	node18	OG0002116	nochange	1	1
GNM565	node18	OG0002117	nochange	1	1
GNM565	node18	OG0002119	nochange	1	1
GNM565	node18	OG0002120	nochange	1	1
GNM565	node18	OG0002121	nochange	1	1
GNM565	node18	OG0002122	nochange	1	1
GNM565	node18	OG0002124	add	1	0
GNM565	node18	OG0002126	nochange	1	1
GNM565	node18	OG0002128	nochange	1	1
GNM565	node18	OG0002129	nochange	1	1
GNM565	node18	OG0002130	plus	2	1
GNM565	node18	OG0002131	nochange	1	1
GNM565	node18	OG0002132	nochange	1	1
GNM565	node18	OG0002134	del	0	1
GNM565	node18	OG0002136	nochange	1	1
GNM565	node18	OG0002137	nochange	1	1
GNM565	node18	OG0002138	del	0	1
GNM565	node18	OG0002139	nochange	1	1
GNM565	node18	OG0002140	nochange	1	1
GNM565	node18	OG0002141	nochange	1	1
GNM565	node18	OG0002142	del	0	1
GNM565	node18	OG0002143	nochange	1	1
GNM565	node18	OG0002144	nochange	1	1
GNM565	node18	OG0002145	add	1	0
GNM565	node18	OG0002146	add	1	0
GNM565	node18	OG0002147	nochange	1	1
GNM565	node18	OG0002148	nochange	1	1
GNM565	node18	OG0002149	nochange	1	1
GNM565	node18	OG0002150	nochange	1	1
GNM565	node18	OG0002154	nochange	1	1
GNM565	node18	OG0002158	nochange	1	1
GNM565	node18	OG0002159	nochange	1	1
GNM565	node18	OG0002160	nochange	1	1
GNM565	node18	OG0002161	plus	2	1
GNM565	node18	OG0002162	add	1	0
GNM565	node18	OG0002163	add	1	0
GNM565	node18	OG0002164	nochange	1	1
GNM565	node18	OG0002165	add	2	0
GNM565	node18	OG0002167	nochange	1	1
GNM565	node18	OG0002168	nochange	1	1
GNM565	node18	OG0002170	add	1	0
GNM565	node18	OG0002171	nochange	1	1
GNM565	node18	OG0002172	nochange	1	1
GNM565	node18	OG0002174	nochange	1	1
GNM565	node18	OG0002177	nochange	1	1
GNM565	node18	OG0002178	nochange	1	1
GNM565	node18	OG0002179	nochange	1	1
GNM565	node18	OG0002180	nochange	1	1
GNM565	node18	OG0002181	nochange	1	1
GNM565	node18	OG0002182	nochange	1	1
GNM565	node18	OG0002184	add	4	0
GNM565	node18	OG0002185	del	0	1
GNM565	node18	OG0002186	nochange	1	1
GNM565	node18	OG0002187	nochange	1	1
GNM565	node18	OG0002190	add	2	0
GNM565	node18	OG0002191	nochange	1	1
GNM565	node18	OG0002194	nochange	1	1
GNM565	node18	OG0002195	nochange	1	1
GNM565	node18	OG0002196	nochange	1	1
GNM565	node18	OG0002198	nochange	1	1
GNM565	node18	OG0002200	nochange	1	1
GNM565	node18	OG0002201	nochange	1	1
GNM565	node18	OG0002202	del	0	1
GNM565	node18	OG0002203	nochange	1	1
GNM565	node18	OG0002204	nochange	1	1
GNM565	node18	OG0002205	del	0	1
GNM565	node18	OG0002206	nochange	1	1
GNM565	node18	OG0002207	nochange	1	1
GNM565	node18	OG0002209	nochange	1	1
GNM565	node18	OG0002211	nochange	2	2
GNM565	node18	OG0002212	nochange	1	1
GNM565	node18	OG0002213	nochange	1	1
GNM565	node18	OG0002214	nochange	1	1
GNM565	node18	OG0002215	del	0	1
GNM565	node18	OG0002217	nochange	1	1
GNM565	node18	OG0002220	nochange	1	1
GNM565	node18	OG0002221	add	1	0
GNM565	node18	OG0002223	nochange	1	1
GNM565	node18	OG0002225	nochange	1	1
GNM565	node18	OG0002226	nochange	1	1
GNM565	node18	OG0002229	nochange	1	1
GNM565	node18	OG0002230	add	1	0
GNM565	node18	OG0002231	nochange	1	1
GNM565	node18	OG0002233	nochange	1	1
GNM565	node18	OG0002234	nochange	1	1
GNM565	node18	OG0002235	nochange	1	1
GNM565	node18	OG0002236	nochange	1	1
GNM565	node18	OG0002237	nochange	1	1
GNM565	node18	OG0002238	nochange	1	1
GNM565	node18	OG0002239	nochange	1	1
GNM565	node18	OG0002243	add	2	0
GNM565	node18	OG0002244	nochange	1	1
GNM565	node18	OG0002245	nochange	1	1
GNM565	node18	OG0002246	nochange	1	1
GNM565	node18	OG0002247	nochange	1	1
GNM565	node18	OG0002248	plus	2	1
GNM565	node18	OG0002249	nochange	1	1
GNM565	node18	OG0002250	nochange	1	1
GNM565	node18	OG0002251	nochange	1	1
GNM565	node18	OG0002252	add	1	0
GNM565	node18	OG0002253	add	1	0
GNM565	node18	OG0002255	nochange	1	1
GNM565	node18	OG0002258	plus	4	2
GNM565	node18	OG0002259	nochange	1	1
GNM565	node18	OG0002261	nochange	1	1
GNM565	node18	OG0002263	nochange	1	1
GNM565	node18	OG0002264	add	1	0
GNM565	node18	OG0002266	nochange	1	1
GNM565	node18	OG0002267	nochange	1	1
GNM565	node18	OG0002269	nochange	1	1
GNM565	node18	OG0002273	nochange	1	1
GNM565	node18	OG0002274	nochange	1	1
GNM565	node18	OG0002275	nochange	1	1
GNM565	node18	OG0002276	nochange	1	1
GNM565	node18	OG0002277	plus	2	1
GNM565	node18	OG0002279	nochange	1	1
GNM565	node18	OG0002281	nochange	1	1
GNM565	node18	OG0002282	nochange	1	1
GNM565	node18	OG0002284	nochange	1	1
GNM565	node18	OG0002285	nochange	1	1
GNM565	node18	OG0002286	nochange	1	1
GNM565	node18	OG0002287	nochange	1	1
GNM565	node18	OG0002288	nochange	1	1
GNM565	node18	OG0002290	nochange	1	1
GNM565	node18	OG0002291	add	1	0
GNM565	node18	OG0002292	add	4	0
GNM565	node18	OG0002293	nochange	1	1
GNM565	node18	OG0002294	nochange	1	1
GNM565	node18	OG0002295	add	1	0
GNM565	node18	OG0002296	add	1	0
GNM565	node18	OG0002302	add	1	0
GNM565	node18	OG0002305	nochange	1	1
GNM565	node18	OG0002306	add	1	0
GNM565	node18	OG0002307	add	2	0
GNM565	node18	OG0002310	nochange	1	1
GNM565	node18	OG0002311	nochange	1	1
GNM565	node18	OG0002312	nochange	1	1
GNM565	node18	OG0002314	nochange	1	1
GNM565	node18	OG0002315	nochange	1	1
GNM565	node18	OG0002316	nochange	1	1
GNM565	node18	OG0002318	nochange	1	1
GNM565	node18	OG0002319	nochange	1	1
GNM565	node18	OG0002320	nochange	1	1
GNM565	node18	OG0002322	add	1	0
GNM565	node18	OG0002323	nochange	1	1
GNM565	node18	OG0002327	nochange	2	2
GNM565	node18	OG0002329	nochange	1	1
GNM565	node18	OG0002330	nochange	1	1
GNM565	node18	OG0002331	nochange	1	1
GNM565	node18	OG0002332	nochange	1	1
GNM565	node18	OG0002333	nochange	1	1
GNM565	node18	OG0002334	add	1	0
GNM565	node18	OG0002337	add	1	0
GNM565	node18	OG0002341	add	1	0
GNM565	node18	OG0002342	nochange	1	1
GNM565	node18	OG0002343	nochange	1	1
GNM565	node18	OG0002346	plus	8	2
GNM565	node18	OG0002349	add	2	0
GNM565	node18	OG0002350	add	2	0
GNM565	node18	OG0002351	nochange	1	1
GNM565	node18	OG0002352	add	2	0
GNM565	node18	OG0002357	nochange	1	1
GNM565	node18	OG0002359	nochange	1	1
GNM565	node18	OG0002360	nochange	1	1
GNM565	node18	OG0002361	del	0	1
GNM565	node18	OG0002362	nochange	1	1
GNM565	node18	OG0002363	plus	3	1
GNM565	node18	OG0002366	nochange	1	1
GNM565	node18	OG0002368	nochange	1	1
GNM565	node18	OG0002374	nochange	1	1
GNM565	node18	OG0002376	add	1	0
GNM565	node18	OG0002381	nochange	1	1
GNM565	node18	OG0002384	nochange	1	1
GNM565	node18	OG0002386	nochange	1	1
GNM565	node18	OG0002389	add	1	0
GNM565	node18	OG0002390	add	1	0
GNM565	node18	OG0002392	del	0	1
GNM565	node18	OG0002393	nochange	1	1
GNM565	node18	OG0002394	add	2	0
GNM565	node18	OG0002395	add	1	0
GNM565	node18	OG0002396	nochange	1	1
GNM565	node18	OG0002398	nochange	1	1
GNM565	node18	OG0002399	nochange	1	1
GNM565	node18	OG0002400	add	1	0
GNM565	node18	OG0002402	add	1	0
GNM565	node18	OG0002404	add	1	0
GNM565	node18	OG0002405	nochange	1	1
GNM565	node18	OG0002408	nochange	1	1
GNM565	node18	OG0002409	minus	1	2
GNM565	node18	OG0002410	nochange	2	2
GNM565	node18	OG0002416	nochange	1	1
GNM565	node18	OG0002417	add	1	0
GNM565	node18	OG0002420	nochange	1	1
GNM565	node18	OG0002421	nochange	1	1
GNM565	node18	OG0002422	nochange	1	1
GNM565	node18	OG0002424	nochange	1	1
GNM565	node18	OG0002425	add	2	0
GNM565	node18	OG0002426	add	1	0
GNM565	node18	OG0002427	plus	2	1
GNM565	node18	OG0002428	add	1	0
GNM565	node18	OG0002432	nochange	1	1
GNM565	node18	OG0002433	add	1	0
GNM565	node18	OG0002435	add	1	0
GNM565	node18	OG0002436	nochange	1	1
GNM565	node18	OG0002437	nochange	1	1
GNM565	node18	OG0002438	nochange	1	1
GNM565	node18	OG0002441	nochange	1	1
GNM565	node18	OG0002443	plus	2	1
GNM565	node18	OG0002444	nochange	1	1
GNM565	node18	OG0002445	nochange	1	1
GNM565	node18	OG0002446	plus	2	1
GNM565	node18	OG0002447	nochange	2	2
GNM565	node18	OG0002452	nochange	1	1
GNM565	node18	OG0002453	add	1	0
GNM565	node18	OG0002454	add	2	0
GNM565	node18	OG0002456	add	1	0
GNM565	node18	OG0002459	add	1	0
GNM565	node18	OG0002464	nochange	1	1
GNM565	node18	OG0002466	del	0	1
GNM565	node18	OG0002469	nochange	1	1
GNM565	node18	OG0002474	plus	2	1
GNM565	node18	OG0002475	add	1	0
GNM565	node18	OG0002477	nochange	1	1
GNM565	node18	OG0002478	nochange	1	1
GNM565	node18	OG0002479	add	2	0
GNM565	node18	OG0002481	add	1	0
GNM565	node18	OG0002482	add	1	0
GNM565	node18	OG0002484	add	1	0
GNM565	node18	OG0002485	nochange	1	1
GNM565	node18	OG0002486	add	1	0
GNM565	node18	OG0002487	add	1	0
GNM565	node18	OG0002488	add	1	0
GNM565	node18	OG0002493	nochange	1	1
GNM565	node18	OG0002495	del	0	1
GNM565	node18	OG0002496	del	0	1
GNM565	node18	OG0002497	nochange	1	1
GNM565	node18	OG0002498	nochange	1	1
GNM565	node18	OG0002499	nochange	1	1
GNM565	node18	OG0002501	nochange	1	1
GNM565	node18	OG0002502	add	1	0
GNM565	node18	OG0002503	add	1	0
GNM565	node18	OG0002504	nochange	1	1
GNM565	node18	OG0002506	add	1	0
GNM565	node18	OG0002507	add	1	0
GNM565	node18	OG0002509	add	1	0
GNM565	node18	OG0002510	nochange	1	1
GNM565	node18	OG0002512	add	1	0
GNM565	node18	OG0002513	add	1	0
GNM565	node18	OG0002518	add	1	0
GNM565	node18	OG0002519	nochange	1	1
GNM565	node18	OG0002520	nochange	1	1
GNM565	node18	OG0002521	add	1	0
GNM565	node18	OG0002522	nochange	1	1
GNM565	node18	OG0002526	nochange	1	1
GNM565	node18	OG0002527	add	1	0
GNM565	node18	OG0002531	nochange	1	1
GNM565	node18	OG0002532	nochange	1	1
GNM565	node18	OG0002533	nochange	1	1
GNM565	node18	OG0002534	nochange	1	1
GNM565	node18	OG0002535	add	1	0
GNM565	node18	OG0002536	nochange	1	1
GNM565	node18	OG0002538	add	1	0
GNM565	node18	OG0002539	nochange	1	1
GNM565	node18	OG0002540	nochange	1	1
GNM565	node18	OG0002542	nochange	1	1
GNM565	node18	OG0002549	add	1	0
GNM565	node18	OG0002554	add	1	0
GNM565	node18	OG0002559	nochange	1	1
GNM565	node18	OG0002560	nochange	1	1
GNM565	node18	OG0002561	nochange	1	1
GNM565	node18	OG0002563	nochange	1	1
GNM565	node18	OG0002564	nochange	1	1
GNM565	node18	OG0002565	add	1	0
GNM565	node18	OG0002566	add	1	0
GNM565	node18	OG0002567	nochange	1	1
GNM565	node18	OG0002568	add	1	0
GNM565	node18	OG0002572	add	1	0
GNM565	node18	OG0002575	del	0	1
GNM565	node18	OG0002578	add	1	0
GNM565	node18	OG0002582	add	1	0
GNM565	node18	OG0002589	nochange	1	1
GNM565	node18	OG0002590	nochange	1	1
GNM565	node18	OG0002594	add	1	0
GNM565	node18	OG0002595	nochange	1	1
GNM565	node18	OG0002596	add	1	0
GNM565	node18	OG0002597	add	1	0
GNM565	node18	OG0002599	add	1	0
GNM565	node18	OG0002600	nochange	2	2
GNM565	node18	OG0002603	nochange	1	1
GNM565	node18	OG0002604	add	2	0
GNM565	node18	OG0002605	nochange	1	1
GNM565	node18	OG0002606	nochange	1	1
GNM565	node18	OG0002607	add	1	0
GNM565	node18	OG0002608	nochange	1	1
GNM565	node18	OG0002609	nochange	1	1
GNM565	node18	OG0002612	add	1	0
GNM565	node18	OG0002614	nochange	1	1
GNM565	node18	OG0002622	nochange	1	1
GNM565	node18	OG0002631	add	1	0
GNM565	node18	OG0002634	add	1	0
GNM565	node18	OG0002635	nochange	1	1
GNM565	node18	OG0002636	nochange	1	1
GNM565	node18	OG0002642	nochange	1	1
GNM565	node18	OG0002643	nochange	1	1
GNM565	node18	OG0002644	add	1	0
GNM565	node18	OG0002645	nochange	1	1
GNM565	node18	OG0002649	nochange	1	1
GNM565	node18	OG0002651	del	0	1
GNM565	node18	OG0002652	add	1	0
GNM565	node18	OG0002658	add	1	0
GNM565	node18	OG0002660	add	1	0
GNM565	node18	OG0002664	del	0	1
GNM565	node18	OG0002666	add	1	0
GNM565	node18	OG0002669	nochange	1	1
GNM565	node18	OG0002670	add	1	0
GNM565	node18	OG0002671	add	1	0
GNM565	node18	OG0002674	add	1	0
GNM565	node18	OG0002675	del	0	1
GNM565	node18	OG0002676	nochange	1	1
GNM565	node18	OG0002678	nochange	1	1
GNM565	node18	OG0002683	add	2	0
GNM565	node18	OG0002686	nochange	1	1
GNM565	node18	OG0002688	nochange	1	1
GNM565	node18	OG0002691	nochange	1	1
GNM565	node18	OG0002694	nochange	1	1
GNM565	node18	OG0002696	nochange	1	1
GNM565	node18	OG0002698	del	0	1
GNM565	node18	OG0002700	nochange	1	1
GNM565	node18	OG0002703	nochange	1	1
GNM565	node18	OG0002705	plus	2	1
GNM565	node18	OG0002706	nochange	1	1
GNM565	node18	OG0002708	add	1	0
GNM565	node18	OG0002709	nochange	1	1
GNM565	node18	OG0002710	nochange	1	1
GNM565	node18	OG0002717	nochange	1	1
GNM565	node18	OG0002719	add	2	0
GNM565	node18	OG0002725	nochange	1	1
GNM565	node18	OG0002731	add	1	0
GNM565	node18	OG0002733	nochange	1	1
GNM565	node18	OG0002734	nochange	1	1
GNM565	node18	OG0002737	nochange	1	1
GNM565	node18	OG0002739	nochange	1	1
GNM565	node18	OG0002742	nochange	1	1
GNM565	node18	OG0002744	nochange	1	1
GNM565	node18	OG0002746	add	1	0
GNM565	node18	OG0002747	nochange	1	1
GNM565	node18	OG0002750	add	1	0
GNM565	node18	OG0002751	add	3	0
GNM565	node18	OG0002752	add	3	0
GNM565	node18	OG0002757	add	1	0
GNM565	node18	OG0002758	add	1	0
GNM565	node18	OG0002759	nochange	1	1
GNM565	node18	OG0002760	plus	2	1
GNM565	node18	OG0002762	nochange	1	1
GNM565	node18	OG0002763	nochange	1	1
GNM565	node18	OG0002764	add	1	0
GNM565	node18	OG0002770	nochange	1	1
GNM565	node18	OG0002771	nochange	1	1
GNM565	node18	OG0002774	nochange	1	1
GNM565	node18	OG0002775	nochange	1	1
GNM565	node18	OG0002777	nochange	1	1
GNM565	node18	OG0002782	nochange	1	1
GNM565	node18	OG0002784	add	1	0
GNM565	node18	OG0002785	add	2	0
GNM565	node18	OG0002788	nochange	1	1
GNM565	node18	OG0002789	add	1	0
GNM565	node18	OG0002799	nochange	1	1
GNM565	node18	OG0002801	add	1	0
GNM565	node18	OG0002802	add	1	0
GNM565	node18	OG0002803	nochange	1	1
GNM565	node18	OG0002804	add	1	0
GNM565	node18	OG0002806	plus	3	1
GNM565	node18	OG0002807	add	1	0
GNM565	node18	OG0002810	add	1	0
GNM565	node18	OG0002811	nochange	1	1
GNM565	node18	OG0002813	nochange	1	1
GNM565	node18	OG0002814	nochange	1	1
GNM565	node18	OG0002815	nochange	1	1
GNM565	node18	OG0002816	nochange	1	1
GNM565	node18	OG0002817	nochange	1	1
GNM565	node18	OG0002818	add	1	0
GNM565	node18	OG0002820	nochange	1	1
GNM565	node18	OG0002824	add	2	0
GNM565	node18	OG0002827	nochange	1	1
GNM565	node18	OG0002829	nochange	1	1
GNM565	node18	OG0002832	nochange	1	1
GNM565	node18	OG0002837	add	1	0
GNM565	node18	OG0002841	add	1	0
GNM565	node18	OG0002844	nochange	1	1
GNM565	node18	OG0002849	add	1	0
GNM565	node18	OG0002855	nochange	1	1
GNM565	node18	OG0002856	nochange	1	1
GNM565	node18	OG0002858	nochange	1	1
GNM565	node18	OG0002859	nochange	1	1
GNM565	node18	OG0002860	nochange	1	1
GNM565	node18	OG0002861	nochange	1	1
GNM565	node18	OG0002862	nochange	1	1
GNM565	node18	OG0002863	nochange	1	1
GNM565	node18	OG0002864	nochange	1	1
GNM565	node18	OG0002865	nochange	1	1
GNM565	node18	OG0002866	nochange	1	1
GNM565	node18	OG0002867	nochange	1	1
GNM565	node18	OG0002868	nochange	1	1
GNM565	node18	OG0002869	nochange	1	1
GNM565	node18	OG0002870	nochange	1	1
GNM565	node18	OG0002871	nochange	1	1
GNM565	node18	OG0002872	nochange	1	1
GNM565	node18	OG0002874	add	1	0
GNM565	node18	OG0002875	nochange	1	1
GNM565	node18	OG0002877	nochange	1	1
GNM565	node18	OG0002885	nochange	1	1
GNM565	node18	OG0002889	nochange	1	1
GNM565	node18	OG0002892	nochange	1	1
GNM565	node18	OG0002898	nochange	1	1
GNM565	node18	OG0002901	nochange	1	1
GNM565	node18	OG0002902	add	1	0
GNM565	node18	OG0002906	nochange	1	1
GNM565	node18	OG0002909	add	1	0
GNM565	node18	OG0002913	del	0	1
GNM565	node18	OG0002914	nochange	1	1
GNM565	node18	OG0002916	add	1	0
GNM565	node18	OG0002917	nochange	1	1
GNM565	node18	OG0002918	nochange	1	1
GNM565	node18	OG0002921	nochange	1	1
GNM565	node18	OG0002922	nochange	1	1
GNM565	node18	OG0002926	nochange	1	1
GNM565	node18	OG0002931	add	1	0
GNM565	node18	OG0002933	add	1	0
GNM565	node18	OG0002937	add	1	0
GNM565	node18	OG0002944	add	1	0
GNM565	node18	OG0002947	nochange	1	1
GNM565	node18	OG0002948	add	1	0
GNM565	node18	OG0002949	nochange	1	1
GNM565	node18	OG0002953	nochange	1	1
GNM565	node18	OG0002959	nochange	1	1
GNM565	node18	OG0002960	nochange	1	1
GNM565	node18	OG0002961	nochange	1	1
GNM565	node18	OG0002962	plus	2	1
GNM565	node18	OG0002963	nochange	1	1
GNM565	node18	OG0002964	nochange	1	1
GNM565	node18	OG0002968	nochange	1	1
GNM565	node18	OG0002969	nochange	1	1
GNM565	node18	OG0002971	nochange	1	1
GNM565	node18	OG0002974	add	1	0
GNM565	node18	OG0002980	add	1	0
GNM565	node18	OG0002981	add	1	0
GNM565	node18	OG0002988	add	1	0
GNM565	node18	OG0002995	add	1	0
GNM565	node18	OG0003000	nochange	1	1
GNM565	node18	OG0003011	nochange	1	1
GNM565	node18	OG0003012	add	1	0
GNM565	node18	OG0003014	add	1	0
GNM565	node18	OG0003015	nochange	1	1
GNM565	node18	OG0003017	add	1	0
GNM565	node18	OG0003022	add	1	0
GNM565	node18	OG0003024	add	1	0
GNM565	node18	OG0003026	nochange	1	1
GNM565	node18	OG0003027	add	1	0
GNM565	node18	OG0003028	add	2	0
GNM565	node18	OG0003030	nochange	1	1
GNM565	node18	OG0003042	add	1	0
GNM565	node18	OG0003044	nochange	1	1
GNM565	node18	OG0003048	plus	3	2
GNM565	node18	OG0003061	nochange	1	1
GNM565	node18	OG0003064	nochange	1	1
GNM565	node18	OG0003067	add	1	0
GNM565	node18	OG0003071	nochange	1	1
GNM565	node18	OG0003080	nochange	1	1
GNM565	node18	OG0003081	add	1	0
GNM565	node18	OG0003085	add	1	0
GNM565	node18	OG0003092	add	1	0
GNM565	node18	OG0003097	add	1	0
GNM565	node18	OG0003101	nochange	1	1
GNM565	node18	OG0003105	add	1	0
GNM565	node18	OG0003106	add	1	0
GNM565	node18	OG0003111	add	1	0
GNM565	node18	OG0003113	add	1	0
GNM565	node18	OG0003115	nochange	1	1
GNM565	node18	OG0003120	nochange	1	1
GNM565	node18	OG0003126	add	3	0
GNM565	node18	OG0003134	add	1	0
GNM565	node18	OG0003139	plus	2	1
GNM565	node18	OG0003140	add	1	0
GNM565	node18	OG0003142	add	1	0
GNM565	node18	OG0003149	nochange	1	1
GNM565	node18	OG0003151	add	1	0
GNM565	node18	OG0003152	add	1	0
GNM565	node18	OG0003153	add	1	0
GNM565	node18	OG0003156	add	1	0
GNM565	node18	OG0003158	add	1	0
GNM565	node18	OG0003159	nochange	1	1
GNM565	node18	OG0003160	nochange	1	1
GNM565	node18	OG0003162	add	1	0
GNM565	node18	OG0003163	nochange	1	1
GNM565	node18	OG0003164	nochange	1	1
GNM565	node18	OG0003168	add	2	0
GNM565	node18	OG0003171	add	1	0
GNM565	node18	OG0003183	nochange	1	1
GNM565	node18	OG0003186	add	1	0
GNM565	node18	OG0003189	nochange	1	1
GNM565	node18	OG0003190	add	1	0
GNM565	node18	OG0003195	add	1	0
GNM565	node18	OG0003204	add	1	0
GNM565	node18	OG0003205	nochange	1	1
GNM565	node18	OG0003206	add	1	0
GNM565	node18	OG0003210	add	1	0
GNM565	node18	OG0003212	add	1	0
GNM565	node18	OG0003213	nochange	1	1
GNM565	node18	OG0003216	add	1	0
GNM565	node18	OG0003217	add	1	0
GNM565	node18	OG0003224	add	1	0
GNM565	node18	OG0003232	add	1	0
GNM565	node18	OG0003233	nochange	1	1
GNM565	node18	OG0003241	add	1	0
GNM565	node18	OG0003249	add	1	0
GNM565	node18	OG0003250	add	1	0
GNM565	node18	OG0003254	add	1	0
GNM565	node18	OG0003255	nochange	1	1
GNM565	node18	OG0003257	add	1	0
GNM565	node18	OG0003260	add	1	0
GNM565	node18	OG0003268	nochange	1	1
GNM565	node18	OG0003269	nochange	1	1
GNM565	node18	OG0003271	nochange	1	1
GNM565	node18	OG0003274	add	1	0
GNM565	node18	OG0003276	nochange	1	1
GNM565	node18	OG0003280	nochange	1	1
GNM565	node18	OG0003291	add	1	0
GNM565	node18	OG0003293	add	1	0
GNM565	node18	OG0003296	nochange	1	1
GNM565	node18	OG0003303	add	1	0
GNM565	node18	OG0003305	add	3	0
GNM565	node18	OG0003311	add	1	0
